x-axis,2,3,4
second,Volt,Volt,Volt
-23.90000E-03,-228.31658E-03,+11.49497496E+00,-14.27135690E+00
-23.87500E-03,-65.00000E-03,+11.65829155E+00,-14.27135690E+00
-23.85000E-03,-65.00000E-03,+11.72110562E+00,-14.33417097E+00
-23.82500E-03,-266.00502E-03,+11.74623125E+00,-14.47236192E+00
-23.80000E-03,-467.01005E-03,+12.02261316E+00,-14.30904534E+00
-23.77500E-03,-467.01005E-03,+12.06030160E+00,-14.27135690E+00
-23.75000E-03,-806.20603E-03,+11.92211065E+00,-13.93216091E+00
-23.72500E-03,-668.01508E-03,+12.06030160E+00,-14.15829157E+00
-23.70000E-03,-504.69849E-03,+12.22361819E+00,-14.30904534E+00
-23.67500E-03,-1.04489950E+00,+12.26130663E+00,-14.07035187E+00
-23.65000E-03,-1.07002513E+00,+12.39949758E+00,-14.20854282E+00
-23.62500E-03,-1.07002513E+00,+12.46231166E+00,-14.07035187E+00
-23.60000E-03,-1.10771357E+00,+12.46231166E+00,-14.03266343E+00
-23.57500E-03,-1.08258795E+00,+12.46231166E+00,-13.88190966E+00
-23.55000E-03,-1.47203518E+00,+12.66331668E+00,-14.00753780E+00
-23.52500E-03,-1.47203518E+00,+12.66331668E+00,-13.86934684E+00
-23.50000E-03,-1.50972363E+00,+12.82663327E+00,-13.86934684E+00
-23.47500E-03,-1.86148242E+00,+12.86432171E+00,-14.04522624E+00
-23.45000E-03,-1.73585428E+00,+12.86432171E+00,-13.73115589E+00
-23.42500E-03,-1.87404524E+00,+12.97738704E+00,-13.55527649E+00
-23.40000E-03,-1.91173368E+00,+13.06532674E+00,-13.66834182E+00
-23.37500E-03,-2.07505026E+00,+13.07788955E+00,-13.47989960E+00
-23.35000E-03,-2.07505026E+00,+13.20351769E+00,-13.46733679E+00
-23.32500E-03,-2.18811559E+00,+13.26633176E+00,-13.26633176E+00
-23.30000E-03,-2.43937188E+00,+13.42964835E+00,-13.30402020E+00
-23.27500E-03,-2.47706032E+00,+13.26633176E+00,-13.46733679E+00
-23.25000E-03,-2.53987439E+00,+13.26633176E+00,-13.40452272E+00
-23.22500E-03,-2.67806534E+00,+13.46733679E+00,-13.29145739E+00
-23.20000E-03,-2.67806534E+00,+13.63065337E+00,-13.06532674E+00
-23.17500E-03,-2.69062816E+00,+13.65577900E+00,-13.07788955E+00
-23.15000E-03,-2.94188444E+00,+13.66834182E+00,-13.06532674E+00
-23.12500E-03,-3.08007540E+00,+13.66834182E+00,-12.97738704E+00
-23.10000E-03,-3.11776384E+00,+13.83165840E+00,-13.02763829E+00
-23.07500E-03,-3.28108042E+00,+13.84422121E+00,-12.86432171E+00
-23.05000E-03,-3.48208545E+00,+13.66834182E+00,-12.80150764E+00
-23.02500E-03,-3.48208545E+00,+13.66834182E+00,-12.77638201E+00
-23.00000E-03,-3.64540204E+00,+13.86934684E+00,-12.66331668E+00
-22.97500E-03,-3.67052766E+00,+13.86934684E+00,-12.85175889E+00
-22.95000E-03,-3.88409550E+00,+13.93216091E+00,-12.46231166E+00
-22.92500E-03,-4.08510053E+00,+14.09547750E+00,-12.46231166E+00
-22.90000E-03,-4.04741209E+00,+13.90703528E+00,-12.66331668E+00
-22.87500E-03,-4.08510053E+00,+14.25879408E+00,-12.26130663E+00
-22.85000E-03,-4.22329149E+00,+14.07035187E+00,-12.19849256E+00
-22.82500E-03,-4.08510053E+00,+14.18341720E+00,-12.14824130E+00
-22.80000E-03,-4.48711058E+00,+14.23366845E+00,-12.06030160E+00
-22.77500E-03,-4.28610556E+00,+14.08291468E+00,-12.04773879E+00
-22.75000E-03,-4.61273873E+00,+14.40954785E+00,-11.99748753E+00
-22.72500E-03,-4.68811561E+00,+14.27135690E+00,-11.77135688E+00
-22.70000E-03,-4.68811561E+00,+14.47236192E+00,-11.69597999E+00
-22.67500E-03,-4.88912064E+00,+14.45979911E+00,-11.65829155E+00
-22.65000E-03,-5.02731159E+00,+14.40954785E+00,-11.53266341E+00
-22.62500E-03,-4.97706034E+00,+14.38442222E+00,-11.45728652E+00
-22.60000E-03,-5.25344225E+00,+14.43467348E+00,-11.45728652E+00
-22.57500E-03,-5.47957290E+00,+14.47236192E+00,-11.44472371E+00
-22.55000E-03,-5.35394476E+00,+14.47236192E+00,-11.05527647E+00
-22.52500E-03,-5.49213572E+00,+14.56030162E+00,-11.16834180E+00
-22.50000E-03,-5.49213572E+00,+14.63567851E+00,-11.05527647E+00
-22.47500E-03,-5.50469853E+00,+14.47236192E+00,-10.86683426E+00
-22.45000E-03,-5.75595482E+00,+14.47236192E+00,-10.71608049E+00
-22.42500E-03,-5.80620607E+00,+14.56030162E+00,-10.65326642E+00
-22.40000E-03,-5.89414577E+00,+14.67336695E+00,-10.65326642E+00
-22.37500E-03,-5.90670859E+00,+14.66080413E+00,-10.46482420E+00
-22.35000E-03,-5.95695984E+00,+14.53517599E+00,-10.65326642E+00
-22.32500E-03,-6.18309050E+00,+14.78643228E+00,-10.33919606E+00
-22.30000E-03,-6.45947241E+00,+14.83668353E+00,-10.08793978E+00
-22.27500E-03,-6.30871864E+00,+14.67336695E+00,-10.23869355E+00
-22.25000E-03,-6.55997492E+00,+14.67336695E+00,-10.05025133E+00
-22.22500E-03,-6.69816588E+00,+14.87437198E+00,-10.05025133E+00
-22.20000E-03,-6.69816588E+00,+14.71105539E+00,-9.81155787E+00
-22.17500E-03,-6.71072869E+00,+14.67336695E+00,-9.84924631E+00
-22.15000E-03,-6.76097995E+00,+14.73618102E+00,-9.64824128E+00
-22.12500E-03,-7.10017593E+00,+14.69849258E+00,-9.53517595E+00
-22.10000E-03,-6.97454779E+00,+14.83668353E+00,-9.48492470E+00
-22.07500E-03,-7.10017593E+00,+14.68592976E+00,-9.23366841E+00
-22.05000E-03,-7.30118096E+00,+14.73618102E+00,-9.18341716E+00
-22.02500E-03,-7.50218599E+00,+14.78643228E+00,-9.22110560E+00
-22.00000E-03,-7.66550257E+00,+14.71105539E+00,-9.00753776E+00
-21.97500E-03,-7.69062820E+00,+14.87437198E+00,-9.04522620E+00
-21.95000E-03,-7.56500006E+00,+14.73618102E+00,-8.70603022E+00
-21.92500E-03,-7.70319101E+00,+14.78643228E+00,-8.64321615E+00
-21.90000E-03,-7.86650760E+00,+14.67336695E+00,-8.60552771E+00
-21.87500E-03,-8.09263825E+00,+14.67336695E+00,-8.63065333E+00
-21.85000E-03,-8.16801514E+00,+14.73618102E+00,-8.37939705E+00
-21.82500E-03,-8.19314076E+00,+14.87437198E+00,-8.24120609E+00
-21.80000E-03,-8.10520107E+00,+14.71105539E+00,-8.04020107E+00
-21.77500E-03,-8.49464830E+00,+14.67336695E+00,-7.85175886E+00
-21.75000E-03,-8.50721112E+00,+14.73618102E+00,-7.77638197E+00
-21.72500E-03,-8.50721112E+00,+14.87437198E+00,-7.83919604E+00
-21.70000E-03,-8.54489956E+00,+14.71105539E+00,-7.63819101E+00
-21.67500E-03,-8.70821615E+00,+14.68592976E+00,-7.63819101E+00
-21.65000E-03,-9.04741213E+00,+14.73618102E+00,-7.43718599E+00
-21.62500E-03,-8.99716087E+00,+14.76130665E+00,-7.32412066E+00
-21.60000E-03,-8.90922117E+00,+14.83668353E+00,-7.23618096E+00
-21.57500E-03,-9.31123123E+00,+14.68592976E+00,-7.21105533E+00
-21.55000E-03,-9.31123123E+00,+14.67336695E+00,-6.89698498E+00
-21.52500E-03,-9.19816590E+00,+14.78643228E+00,-6.74623121E+00
-21.50000E-03,-9.47454781E+00,+14.71105539E+00,-6.63316588E+00
-21.47500E-03,-9.33635685E+00,+14.48492474E+00,-6.26884427E+00
-21.45000E-03,-9.85143223E+00,+14.81155790E+00,-6.49497493E+00
-21.42500E-03,-9.71324128E+00,+14.76130665E+00,-6.34422116E+00
-21.40000E-03,-9.95193475E+00,+14.54773881E+00,-6.23115583E+00
-21.37500E-03,-9.91424631E+00,+14.67336695E+00,-6.03015080E+00
-21.35000E-03,-10.11525133E+00,+14.67336695E+00,-6.03015080E+00
-21.32500E-03,-10.11525133E+00,+14.67336695E+00,-5.82914577E+00
-21.30000E-03,-10.31625636E+00,+14.67336695E+00,-5.66582919E+00
-21.27500E-03,-10.50469857E+00,+14.66080413E+00,-5.62814075E+00
-21.25000E-03,-10.45444732E+00,+14.67336695E+00,-5.56532668E+00
-21.22500E-03,-10.71826641E+00,+14.67336695E+00,-5.42713572E+00
-21.20000E-03,-10.55494983E+00,+14.51005036E+00,-5.26381914E+00
-21.17500E-03,-10.55494983E+00,+14.67336695E+00,-5.20100507E+00
-21.15000E-03,-10.85645737E+00,+14.67336695E+00,-5.02512567E+00
-21.12500E-03,-10.91927144E+00,+14.67336695E+00,-4.82412064E+00
